           Element              Name           Azimuth              x[m]              y[m]              z[m]
          thinQuad            BENDQ:        316.302636        -41.735396        312.219241         -0.000000
             sbend             BEND:        322.424019        -43.522739        318.073875         -0.000000
          thinQuad            BENDQ:        322.424019        -43.522739        318.073875         -0.000000
             drift         DBENDEND:        322.563719        -43.564071        318.207321         -0.000000
             drift         DBENDEND:        322.703419        -43.605403        318.340766         -0.000000
          thinQuad            BENDQ:        322.703419        -43.605403        318.340766         -0.000000
             sbend             BEND:        328.824802        -45.440214        324.180698         -0.000000
          thinQuad            BENDQ:        328.824802        -45.440214        324.180698         -0.000000
             drift         DBENDEND:        328.964502        -45.482628        324.313804         -0.000000
            marker     MF22:cellmark        328.964502        -45.482628        324.313804         -0.000000
             drift           DBPMIN:        329.225157        -45.561765        324.562155         -0.000000
          hmonitor          HBPMF22:        329.225157        -45.561765        324.562155         -0.000000
